n,p,ak,bk,bs,k0,k1
2,4,0.0017614523977419068,0.16916935373253789,0.9334219653287839,0.6808055068405116,0.7037610612047513
3,4,0.0026963983770915217,0.4631677815852803,0.9354099538977215,0.6570446916048571,0.5721527097785646
3,5,0.016997654352687585,0.4775884525671171,0.6423016906635824,0.5831186524214639,0.5547065765406372
5,3,0.03154480497580778,0.15746630527489652,0.8007290573624469,0.3730003685566627,0.5386166010002247
3,4,0.02600195926322693,0.37500799936926843,0.7890030927146371,0.6701219870616135,0.6925421346156343
2,5,0.006522868033044568,0.3597176028042809,0.829117301629617,0.6758044591394786,0.5360904705714188
2,5,0.006669953784611381,0.20759085065530725,0.8621096318168946,0.661149998174687,0.5396142989367894
3,4,0.005168939784777287,0.36385558825685266,0.6219636270266382,0.5688247453247506,0.7793538078048012
3,3,0.007310084925130178,0.2617133800356928,0.9089786156277069,0.5291037576154902,0.6533467033371441
5,5,0.001450889846314424,0.16423105386348175,0.9835076852007937,0.39925273299180764,0.4617843432547659
4,5,0.02536239152836804,0.41140770965978174,0.7959130633018079,0.7305831127338964,0.7763336941127148
2,5,0.0055289745277048875,0.3455331595261204,0.8665476866186861,0.7180098125445635,0.6140096851478678
4,5,0.017124437690270652,0.31260794525825314,0.7093898081550389,0.5464929348835217,0.6730227663427428
4,5,0.002418536332288712,0.3229019697599175,0.738202183794456,0.5022061061135794,0.5866652816410387
5,3,0.002754790864215837,0.2507705343617706,0.9798436108629412,0.35239784393076545,0.36339962976077994
5,4,0.007334482140275794,0.17035683057383466,0.84833142784379,0.37273377284926723,0.5154187555389806
2,4,0.008734765447552653,0.4767097518171547,0.7865398530825349,0.7078948331010115,0.4643099763928814
4,5,0.013151532653311756,0.1563014676989668,0.75249217749653,0.4073843330093701,0.6472535214303774
2,4,0.003284432707649898,0.38869714065511285,0.7974328238738492,0.5872578993018231,0.47972505811287136
4,5,0.0017080693740109268,0.18710067968003935,0.8634046459711584,0.47122012121808726,0.6866320702106339
4,5,0.0012373171203000249,0.26967806200136707,0.9721592235782887,0.41262624870818215,0.44727038820653775
4,3,0.010464473575248597,0.2175066951754841,0.7383355394794742,0.3866034546354532,0.5871390348710588
2,5,0.008351837388263766,0.22575271828180427,0.8322526866472432,0.5973481184934859,0.5070155572086567
4,3,0.015063145683668074,0.23481662242800966,0.7376790252596184,0.3865406687784445,0.5245274456737806
3,4,0.011864432878908534,0.24906126386241312,0.8502414806598488,0.6113657849838185,0.7299694952431057
4,5,0.01117504481711026,0.18105827502028193,0.9099422256796307,0.5984225390547641,0.6946392236066967
4,4,0.014252279266255597,0.17137104507857825,0.6730793968870019,0.20979621577338953,0.2422715075319832
3,5,0.030718784773166915,0.4773777558964655,0.7545899076749011,0.7458009500504321,0.6096924381667528
